time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,shipping_mem,user_mem,user-db_mem,carts_lod,catalogue_lod,shipping_lod,carts_lat_50,catalogue_lat_50,shipping_lat_50,carts_lat_90,catalogue_lat_90,shipping_lat_90,carts_lat_99,catalogue_lat_99,shipping_lat_99
1652565600,1.2565743858243656,100.19112315502423,1.2895798354326278,0.09214159380307137,10.006430167008455,0.37233408329923245,0.40475271130991597,0.07398186845361995,0.15451060534260325,0.6515605594491549,0.16982077555947941,0.6758033684893966,1.139530047745821,342642688,290553856,15237120,431562752,179445760,332017664,262410240,8040448,301641728,95838208,306778112,18849792,705261568,4.5,17.066666666666666,0.3,4.6875,0.029714912280701757,0.0025,7.377450980392156,0.06394366197183099,0.0045000000000000005,10,0.09639436619718313,0.00495
1652565601,1.2565743858243656,100.19112315502423,0.7301801516744414,0.09214159380307137,10.006430167008455,0.37233408329923245,0.40264544463279023,0.07398186845361995,0.15451060534260325,0.6515605594491549,0.16982077555947941,0.6758033684893966,1.139530047745821,342642688,290553856,15237120,431562752,179445760,332017664,262414336,8040448,301641728,95838208,306778112,18849792,705261568,4.5,17.066666666666666,0.23333333333333334,4.6875,0.029714912280701757,0.0025,7.377450980392156,0.06394366197183099,0.0045000000000000005,10,0.09639436619718313,0.00495
1652565602,1.2565743858243656,100.19112315502423,0.7572996952750447,0.09214159380307137,10.006430167008455,0.37233408329923245,0.40264544463279023,0.07398186845361995,0.15451060534260325,0.6515605594491549,0.16982077555947941,0.6758033684893966,1.139530047745821,342642688,290553856,15237120,431562752,179445760,332017664,262414336,8040448,301641728,95838208,306778112,18849792,705261568,4.5,17.066666666666666,0.23333333333333334,4.6875,0.029714912280701757,0.0025,7.377450980392156,0.06394366197183099,0.0045000000000000005,10,0.09639436619718313,0.00495
1652565603,1.2565743858243656,100.19112315502423,0.7844192388756478,0.09214159380307137,10.006430167008455,0.37233408329923245,0.40264544463279023,0.07398186845361995,0.15451060534260325,0.6515605594491549,0.16982077555947941,0.6758033684893966,1.139530047745821,342642688,290553856,15237120,431562752,179445760,332017664,262414336,8040448,301641728,95838208,306778112,18849792,705261568,4.5,17.066666666666666,0.23333333333333334,4.6875,0.029714912280701757,0.0025,7.377450980392156,0.06394366197183099,0.0045000000000000005,10,0.09639436619718313,0.00495
1652565604,1.2565743858243656,100.19112315502423,0.8115387824762512,0.07059377019447978,10.006430167008455,0.29966067580727723,0.40264544463279023,0.07398186845361995,0.14696767577605915,0.6515605594491549,0.13304570450707773,0.6758033684893966,1.2818357640383775,342642688,290553856,15237120,431562752,179445760,332017664,262414336,8040448,301645824,95838208,306778112,18849792,705048576,4.5,17.066666666666666,0.23333333333333334,4.6875,0.029714912280701757,0.0025,7.377450980392156,0.06394366197183099,0.0045000000000000005,10,0.09639436619718313,0.00495
1652565605,1.2565743858243656,100.19112315502423,0.8386583260768545,0.08207020420371731,10.006430167008455,0.29138658506729426,0.32718263605449355,0.04184528444448511,0.14696767577605915,0.6445363367521849,0.13769326466032736,0.6758033684893966,1.2818357640383775,342642688,290553856,15237120,431562752,179445760,332017664,262414336,8040448,301645824,95838208,306778112,18849792,705048576,4.5,17.066666666666666,0.23333333333333334,4.6875,0.029714912280701757,0.0025,7.377450980392156,0.06394366197183099,0.0045000000000000005,10,0.09639436619718313,0.00495
1652565606,1.2565743858243656,100.19112315502423,0.8657778696774577,0.08207020420371731,10.006430167008455,0.2904734456110656,0.33710319869590755,0.05112690298475056,0.14696767577605915,0.6445363367521849,0.10782339555539189,0.6743759575196497,1.2818357640383775,342642688,290553856,15237120,431562752,179445760,332017664,262414336,8040448,301645824,95838208,306778112,18853888,705048576,4.5,17.066666666666666,0.23333333333333334,4.6875,0.029714912280701757,0.0025,7.377450980392156,0.06394366197183099,0.0045000000000000005,10,0.09639436619718313,0.00495
1652565607,1.237437485682002,100.19112315502423,0.8928974132780608,0.08207020420371731,10.006430167008455,0.3074143194899792,0.34702376133732155,0.05260865966645645,0.14696767577605915,0.6445363367521849,0.10782339555539189,0.5104515197742087,1.2818357640383775,342642688,290553856,15237120,431562752,179445760,331919360,262414336,8040448,301645824,95838208,306778112,18853888,705048576,4.5,17.066666666666666,0.23333333333333334,4.6875,0.029714912280701757,0.0025,7.377450980392156,0.06394366197183099,0.0045000000000000005,10,0.09639436619718313,0.00495
1652565608,1.237437485682002,100.19112315502423,0.932814565691539,0.08207020420371731,10.006430167008455,0.3074143194899792,0.3569443239787355,0.05409041634816235,0.14696767577605915,0.6445363367521849,0.10782339555539189,0.5251740301869167,1.3560566618330745,342642688,290553856,15101952,431562752,179445760,331919360,262414336,8040448,301645824,95838208,306778112,18853888,705048576,4.5,17.066666666666666,0.23333333333333334,4.6875,0.029714912280701757,0.0025,7.377450980392156,0.06394366197183099,0.0045000000000000005,10,0.09639436619718313,0.00495
1652565609,1.2269303363985,100.19112315502423,0.9606435776306054,0.08207020420371731,10.006430167008455,0.3074143194899792,0.36686488662014943,0.06667905067676519,0.14696767577605915,0.6445363367521849,0.10782339555539189,0.5398965405996248,1.652339492093048,342487040,290553856,15101952,431562752,179445760,331919360,262414336,8040448,301645824,95838208,306778112,18853888,705048576,4.5,16.666666666666668,0.23333333333333334,4.6875,0.030203619909502266,0.0025,7.377450980392156,0.06666666666666671,0.0045000000000000005,10,0.09666666666666665,0.00495
1652565610,1.2269303363985,100.19112315502423,0.988472589569672,0.08207020420371731,10.006430167008455,0.3074143194899792,0.37678544926156343,0.06667905067676519,0.14696767577605915,0.6323435639061713,0.10782339555539189,0.6625129685718641,1.652339492093048,342487040,290553856,15101952,431562752,179445760,331919360,262414336,8040448,301645824,95838208,306778112,18853888,705048576,4.833333333333333,16.666666666666668,0.23333333333333334,4.791666666666666,0.030203619909502266,0.0025,7.197580645161289,0.06666666666666671,0.0045000000000000005,10,0.09666666666666665,0.00495
