time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,shipping_mem,user_mem,user-db_mem,carts_lod,catalogue_lod,shipping_lod,carts_lat_50,catalogue_lat_50,shipping_lat_50,carts_lat_90,catalogue_lat_90,shipping_lat_90,carts_lat_99,catalogue_lat_99,shipping_lat_99
1652571000,1.1934173516852935,100.0532098691938,1.3418861090107972,0.088287072390422,9.7593344994016,0.3088772827386379,0.415600974405465,0.07408335797772725,0.1548731623193429,0.6146161908022101,0.17350831801686314,0.5678978959768534,1.594433804969337,343093248,305750016,15265792,431562752,182501376,331984896,265535488,8040448,301674496,95838208,306782208,18804736,727953408,4.633333333333333,16.366666666666667,0.4,5.78525641025641,0.029967248908296946,0.0025,7.977272727272728,0.06040322580645161,0.0045000000000000005,10,0.09604032258064514,0.00495
1652571001,1.1934173516852935,100.0532098691938,1.3418861090107972,0.088287072390422,9.7593344994016,0.3088772827386379,0.415600974405465,0.07408335797772725,0.1548731623193429,0.6146161908022101,0.17350831801686314,0.5523785918482809,1.594433804969337,343093248,305750016,15265792,431562752,182501376,331984896,265535488,8040448,301674496,95838208,306782208,18804736,727953408,4.633333333333333,16.366666666666667,0.26666666666666666,5.78525641025641,0.029967248908296946,0.0025,7.977272727272728,0.06040322580645161,0.0045000000000000005,10,0.09604032258064514,0.00495
1652571002,1.1934173516852935,100.01537215457017,1.3418861090107972,0.06977964959871207,9.7593344994016,0.3088772827386379,0.415600974405465,0.07408335797772725,0.1548731623193429,0.6146161908022101,0.16860188308015567,0.5368592877197085,0.6655888739409165,343093248,305750016,15265792,431562752,182501376,331984896,265535488,8040448,301674496,95838208,306782208,18804736,727953408,4.633333333333333,16.366666666666667,0.26666666666666666,5.78525641025641,0.029967248908296946,0.0025,7.977272727272728,0.06040322580645161,0.0045000000000000005,10,0.09604032258064514,0.00495
1652571003,1.1934173516852935,100.01537215457017,1.3418861090107972,0.08024183486247638,9.7593344994016,0.3088772827386379,0.415600974405465,0.0598725236207552,0.1548731623193429,0.6146161908022101,0.16860188308015567,0.521339983591136,0.6655888739409165,343093248,305750016,15265792,431562752,182501376,331984896,265535488,8040448,301674496,95838208,306782208,18804736,727953408,4.633333333333333,16.366666666666667,0.26666666666666666,5.78525641025641,0.029967248908296946,0.0025,7.977272727272728,0.06040322580645161,0.0045000000000000005,10,0.09604032258064514,0.00495
1652571004,1.1934173516852935,100.01537215457017,1.3418861090107972,0.08024183486247638,9.7593344994016,0.3088772827386379,0.415600974405465,0.06416033288998045,0.1548731623193429,0.6333868102065315,0.16860188308015567,0.4376195287658099,0.6655888739409165,343093248,305750016,15265792,431562752,182501376,331984896,265535488,8040448,301674496,95838208,306782208,18804736,727953408,4.633333333333333,16.366666666666667,0.26666666666666666,5.78525641025641,0.029967248908296946,0.0025,7.977272727272728,0.06040322580645161,0.0045000000000000005,10,0.09604032258064514,0.00495
1652571005,1.1934173516852935,100.01537215457017,1.3418861090107972,0.0604550899613326,9.7593344994016,0.3088772827386379,0.415600974405465,0.06416033288998045,0.1548731623193429,0.6333868102065315,0.16860188308015567,0.42431033717292,0.5183754058890511,343093248,305750016,15265792,431562752,182501376,331984896,265535488,8040448,301674496,95838208,306782208,18804736,727953408,4.633333333333333,16.366666666666667,0.26666666666666666,5.78525641025641,0.029967248908296946,0.0025,7.977272727272728,0.06040322580645161,0.0045000000000000005,10,0.09604032258064514,0.00495
1652571006,1.1934173516852935,100.01537215457017,0.9902169973132676,0.0586719380754998,9.7593344994016,0.3088772827386379,0.415600974405465,0.06416033288998045,0.11080133665081436,0.6333868102065315,0.16860188308015567,0.4110011455800302,0.5035845420236973,343093248,305750016,15265792,431562752,182501376,331984896,265535488,8040448,301674496,95838208,306782208,18804736,727953408,4.633333333333333,16.366666666666667,0.26666666666666666,5.78525641025641,0.029967248908296946,0.0025,7.977272727272728,0.06040322580645161,0.0045000000000000005,10,0.09604032258064514,0.00495
1652571007,1.1934173516852935,100.01537215457017,1.0668765905050788,0.056888786189666994,9.7593344994016,0.3088772827386379,0.415600974405465,0.06416033288998045,0.11419634949382186,0.6333868102065315,0.16860188308015567,0.3976919539871404,0.4887936781583437,343093248,305750016,15392768,431562752,182501376,331984896,265535488,8040448,301674496,95838208,306782208,18804736,727953408,4.633333333333333,16.366666666666667,0.26666666666666666,5.78525641025641,0.029967248908296946,0.0025,7.977272727272728,0.06040322580645161,0.0045000000000000005,10,0.09604032258064514,0.00495
1652571008,1.1606622351035676,100.01537215457017,1.0977428431777652,0.05510563430383418,9.7593344994016,0.3088772827386379,0.415600974405465,0.06416033288998045,0.08899686666659869,0.6333868102065315,0.16860188308015567,0.3843827623942507,0.47400281429299007,343093248,305750016,15392768,431562752,182501376,331984896,265535488,8040448,301674496,95838208,306782208,18804736,727953408,4.633333333333333,16.366666666666667,0.26666666666666666,5.78525641025641,0.029967248908296946,0.0025,7.977272727272728,0.06040322580645161,0.0045000000000000005,10,0.09604032258064514,0.00495
1652571009,1.1606622351035676,100.01537215457017,1.128609095850452,0.053322482418001374,9.7593344994016,0.3088772827386379,0.4547656855237849,0.06416033288998045,0.08899686666659869,0.6333868102065315,0.16860188308015567,0.3710735708013608,0.4592119504276364,343093248,305750016,15392768,431562752,182501376,331984896,265535488,8040448,301674496,95838208,306782208,18804736,727953408,4.633333333333333,16.9,0.26666666666666666,5.78525641025641,0.026973684210526313,0.0025,7.977272727272728,0.058442622950819687,0.0045000000000000005,10,0.09584426229508196,0.00495
