time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,shipping_mem,user_mem,user-db_mem,carts_lod,catalogue_lod,shipping_lod,carts_lat_50,catalogue_lat_50,shipping_lat_50,carts_lat_90,catalogue_lat_90,shipping_lat_90,carts_lat_99,catalogue_lat_99,shipping_lat_99
1652820144,2.289433378606049,57.68020003602544,1.5452757101320815,0.13381234506003992,14.330901838098095,0.6553475114972165,0.4333937428824193,99.97919934778963,0.24473189953724594,0.7262220917755026,0.2627460031708992,1.7211356924786758,1.3446393590403776,331927552,185753600,10579968,431570944,110768128,328830976,156184576,17539072,266883072,95203328,305758208,14499840,195649536,8.700000000000001,18.200000000000003,1.0333333333333334,0.18981481481481483,0.026913875598086133,0.0025,0.689285714285715,0.06587500000000004,0.0045000000000000005,1.5212500000000124,0.09658750000000003,0.00495
1652820145,2.289433378606049,57.68020003602544,1.5452757101320815,0.13381234506003992,14.330901838098095,0.6553475114972165,0.4333937428824193,100.06497011050244,0.22646883718589456,0.7262220917755026,0.2627460031708992,1.7211356924786758,1.3446393590403776,331927552,185753600,10579968,431570944,110768128,328830976,156184576,17539072,266883072,95203328,305758208,14499840,195649536,8.700000000000001,18,1.0333333333333334,0.18981481481481483,0.02684331797235023,0.0025,0.689285714285715,0.06086956521739131,0.0045000000000000005,1.5212500000000124,0.09608695652173914,0.00495
1652820146,2.289433378606049,57.68020003602544,1.5825199034966815,0.13381234506003992,14.330901838098095,0.6553475114972165,0.4333937428824193,100.06497011050244,0.23272920673078376,0.7262220917755026,0.2627460031708992,1.7211356924786758,1.3446393590403776,331927552,185753600,10579968,431570944,110768128,328830976,156184576,17539072,266883072,95203328,305758208,14499840,195649536,8.700000000000001,18,1.0333333333333334,0.18981481481481483,0.02684331797235023,0.0025,0.689285714285715,0.06086956521739131,0.0045000000000000005,1.5212500000000124,0.09608695652173914,0.00495
1652820147,1.674028239219218,57.68020003602544,1.5825199034966815,0.13381234506003992,14.330901838098095,0.6553475114972165,0.4333937428824193,100.06497011050244,0.23272920673078376,0.698519819156984,0.26398219947332835,1.7211356924786758,1.3446393590403776,331927552,185753600,10579968,431570944,110768128,328830976,156184576,17539072,266883072,95076352,305623040,14499840,195649536,8.700000000000001,18,0.9666666666666667,0.18981481481481483,0.02684331797235023,0.0025,0.689285714285715,0.06086956521739131,0.0045000000000000005,1.5212500000000124,0.09608695652173914,0.00495
1652820148,1.6268446027238486,57.68020003602544,1.5825199034966815,0.13381234506003992,14.330901838098095,0.6553475114972165,0.4333937428824193,99.97553852452248,0.23272920673078376,0.698519819156984,0.26398219947332835,1.685872775318218,1.3446393590403776,331927552,185753600,10579968,431570944,110768128,328830976,156184576,17534976,266883072,95076352,305623040,14364672,195649536,8.700000000000001,18,0.9666666666666667,0.18981481481481483,0.02684331797235023,0.0025,0.689285714285715,0.06086956521739131,0.0045000000000000005,1.5212500000000124,0.09608695652173914,0.00495
1652820149,1.5796609662284788,57.68020003602544,1.5825199034966815,0.13381234506003992,14.330901838098095,0.6553475114972165,0.4333937428824193,99.97553852452248,0.23272920673078376,0.6573165935221905,0.26398219947332835,1.685872775318218,1.3446393590403776,331927552,185753600,10579968,431570944,110768128,328830976,156184576,17534976,266883072,95076352,305623040,14364672,195649536,8.700000000000001,18,0.9666666666666667,0.18981481481481483,0.02684331797235023,0.0025,0.689285714285715,0.06086956521739131,0.0045000000000000005,1.5212500000000124,0.09608695652173914,0.00495
1652820150,2.182749872341964,59.01197353524129,1.5825199034966815,0.13381234506003992,14.330901838098095,0.6553475114972165,0.43339374288241933,99.97553852452248,0.23272920673078376,0.6573165935221905,0.26398219947332835,1.6217618625499388,1.3446393590403776,331673600,185802752,10579968,431570944,110768128,328830976,156184576,17534976,266883072,95076352,305623040,14364672,195649536,8.700000000000001,18,0.9666666666666667,0.18981481481481483,0.02684331797235023,0.0025,0.689285714285715,0.06086956521739131,0.0045000000000000005,1.5212500000000124,0.09608695652173914,0.00495
1652820151,2.182749872341964,59.01197353524129,1.5822381025478474,0.14291447061153598,14.330901838098095,0.6553475114972165,0.43339374288241933,99.97553852452248,0.23272920673078376,0.6573165935221905,0.26398219947332835,1.6217618625499388,1.3446393590403776,331673600,185802752,10457088,431570944,110768128,328830976,156184576,17534976,266883072,95076352,305623040,14364672,195649536,8.266666666666667,18,0.9666666666666667,0.21764705882352944,0.02684331797235023,0.0025,0.7240740740740745,0.06086956521739131,0.0045000000000000005,1.880000000000005,0.09608695652173914,0.00495
1652820152,2.182749872341964,59.01197353524129,1.5822381025478474,0.14291447061153598,14.330901838098095,0.6553475114972165,0.43339374288241933,99.97553852452248,0.23272920673078376,0.6573165935221905,0.26398219947332835,1.6217618625499388,1.3446393590403776,331673600,185802752,10457088,431570944,110768128,328830976,156184576,17534976,266883072,95076352,305623040,14364672,195649536,8.266666666666667,18,0.9666666666666667,0.21764705882352944,0.02684331797235023,0.0025,0.7240740740740745,0.06086956521739131,0.0045000000000000005,1.880000000000005,0.09608695652173914,0.00495
1652820153,2.182749872341964,59.01197353524129,1.5822381025478474,0.14291447061153598,14.330901838098095,0.6553475114972165,0.43339374288241933,99.97553852452248,0.23272920673078376,0.6573165935221905,0.26398219947332835,1.6217618625499388,1.3446393590403776,331673600,185802752,10457088,431570944,110768128,328830976,156184576,17534976,266883072,95076352,305623040,14364672,195649536,8.266666666666667,18,0.9666666666666667,0.21764705882352944,0.02684331797235023,0.0025,0.7240740740740745,0.06086956521739131,0.0045000000000000005,1.880000000000005,0.09608695652173914,0.00495
1652820154,2.1827498723419643,59.01197353524129,1.5822381025478474,0.14291447061153598,14.330901838098095,0.6553475114972165,0.43339374288241933,99.97553852452248,0.23272920673078376,0.6573165935221905,0.26398219947332835,1.6217618625499388,1.3446393590403776,331673600,185802752,10457088,431570944,110768128,328830976,156184576,17534976,266883072,95076352,305623040,14364672,195649536,8.266666666666667,18,0.9666666666666667,0.21764705882352944,0.02684331797235023,0.0025,0.7240740740740745,0.06086956521739131,0.0045000000000000005,1.880000000000005,0.09608695652173914,0.00495
1652820155,2.1827498723419643,59.01197353524129,1.5822381025478474,0.14291447061153598,14.330901838098095,0.8093878763889846,0.3260746693648825,99.97553852452248,0.23272920673078376,0.6573165935221905,0.2653505179732659,1.6217618625499388,1.3446393590403776,331673600,185802752,10457088,431570944,110768128,329023488,156184576,17534976,266883072,95076352,305623040,14364672,195649536,8.266666666666667,18,0.9666666666666667,0.21764705882352944,0.02684331797235023,0.0025,0.7240740740740745,0.06086956521739131,0.0045000000000000005,1.880000000000005,0.09608695652173914,0.00495
1652820156,2.1827498723419643,59.01197353524129,1.5822381025478474,0.11737168486684864,14.330901838098095,0.8093878763889846,0.3353762060309278,99.97553852452248,0.17800372181282884,0.6573165935221905,0.2653505179732659,1.6217618625499388,1.3446393590403776,331673600,185802752,10457088,431570944,110768128,329023488,156184576,17534976,266883072,95076352,305623040,14364672,195649536,8.266666666666667,18,0.9666666666666667,0.21764705882352944,0.02684331797235023,0.0025,0.7240740740740745,0.06086956521739131,0.0045000000000000005,1.880000000000005,0.09608695652173914,0.00495
1652820157,2.1827498723419643,46.780399442368406,1.5822381025478474,0.11419580774214783,10.812121079436038,0.8093878763889846,0.5102814984973733,99.88162855855406,0.18335858611837547,0.6573165935221905,0.2653505179732659,1.6217618625499388,1.3446393590403776,331673600,185802752,10457088,431570944,110768128,329023488,156352512,17534976,266883072,95076352,305623040,14364672,195649536,8.266666666666667,18,0.9666666666666667,0.21764705882352944,0.02684331797235023,0.0025,0.7240740740740745,0.06086956521739131,0.0045000000000000005,1.880000000000005,0.09608695652173914,0.00495
1652820158,2.1827498723419643,48.112121498075616,1.581950924638097,0.1484192125248867,13.70473349598957,0.8093878763889846,0.5102814984973733,99.88162855855406,0.18871345042392212,0.6573165935221905,0.2889786031349703,1.6217618625499388,1.3446393590403776,331673600,185802752,10457088,431570944,110768128,329023488,156352512,17534976,266883072,95076352,305627136,14364672,195649536,8.266666666666667,18,0.9666666666666667,0.21764705882352944,0.02684331797235023,0.0025,0.7240740740740745,0.06086956521739131,0.0045000000000000005,1.880000000000005,0.09608695652173914,0.00495
1652820159,2.1827498723419643,49.44384355378282,1.581950924638097,0.1484192125248867,13.70473349598957,0.8093878763889846,0.5102814984973733,99.88162855855406,0.240968893749599,0.6573165935221905,0.2889786031349703,1.6217618625499388,1.3446393590403776,331673600,185802752,10457088,431570944,110768128,329023488,156352512,17534976,266883072,95076352,305627136,14364672,195649536,8.266666666666667,18,0.9666666666666667,0.21764705882352944,0.02684331797235023,0.0025,0.7240740740740745,0.06086956521739131,0.0045000000000000005,1.880000000000005,0.09608695652173914,0.00495
1652820160,2.1827498723419643,50.775565609490016,1.581950924638097,0.1484192125248867,13.70473349598957,0.8093878763889846,0.5102814984973733,99.88162855855406,0.240968893749599,0.6573165935221905,0.2889786031349703,1.6217618625499388,0.8526975707391691,331673600,185802752,10457088,431570944,110768128,329023488,156352512,17534976,266883072,95076352,305627136,14364672,195698688,8.266666666666667,18.06666666666667,0.9666666666666667,0.21764705882352944,0.026793721973094178,0.0025,0.7240740740740745,0.057656250000000145,0.0045000000000000005,1.880000000000005,0.09576562500000001,0.00495
1652820161,2.1827498723419643,59.92749250682377,1.581950924638097,0.1484192125248867,10.786538910243525,0.8093878763889846,0.5102814984973733,99.88162855855406,0.240968893749599,0.6573165935221905,0.2889786031349703,1.6217618625499388,1.0738587881609083,331673600,185802752,10457088,431570944,110768128,329023488,156352512,17534976,266883072,95076352,305627136,14364672,195698688,8.266666666666667,18.06666666666667,0.9666666666666667,0.21764705882352944,0.026793721973094178,0.0025,0.7240740740740745,0.057656250000000145,0.0045000000000000005,1.880000000000005,0.09576562500000001,0.00495
1652820162,2.22668296165129,59.92749250682377,1.581950924638097,0.14866251544600526,10.481989276999313,0.8093878763889846,0.5102814984973733,99.88162855855406,0.1924136616590548,0.5258934441651344,0.2889786031349703,1.5832187597741916,1.0738587881609083,331673600,185802752,10457088,431570944,110768128,329023488,156352512,17534976,266883072,95076352,305627136,14364672,195698688,8.266666666666667,18.06666666666667,0.9666666666666667,0.21764705882352944,0.026793721973094178,0.0025,0.7240740740740745,0.057656250000000145,0.0045000000000000005,1.880000000000005,0.09576562500000001,0.00495
